"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"5-14 years"	"5-14"	"2021"	"2021"	"Female"	"F"	Suppressed	310800	Suppressed
	"Alabama"	"01"	"5-14 years"	"5-14"	"2021"	"2021"	"Male"	"M"	14	323428	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"2022 "	"2022"	"Female"	"F"	Suppressed	305605	Suppressed
	"Alabama"	"01"	"5-14 years"	"5-14"	"2022 "	"2022"	"Male"	"M"	Suppressed	318115	Suppressed
	"Alabama"	"01"	"15-24 years"	"15-24"	"2018"	"2018"	"Female"	"F"	23	317261	7.2
	"Alabama"	"01"	"15-24 years"	"15-24"	"2018"	"2018"	"Male"	"M"	86	323639	26.6
	"Alabama"	"01"	"15-24 years"	"15-24"	"2019"	"2019"	"Female"	"F"	18	315228	Unreliable
	"Alabama"	"01"	"15-24 years"	"15-24"	"2019"	"2019"	"Male"	"M"	76	320479	23.7
	"Alabama"	"01"	"15-24 years"	"15-24"	"2020"	"2020"	"Female"	"F"	23	314320	7.3
	"Alabama"	"01"	"15-24 years"	"15-24"	"2020"	"2020"	"Male"	"M"	73	319071	22.9
	"Alabama"	"01"	"15-24 years"	"15-24"	"2021"	"2021"	"Female"	"F"	11	324253	Unreliable
	"Alabama"	"01"	"15-24 years"	"15-24"	"2021"	"2021"	"Male"	"M"	82	328462	25.0
	"Alabama"	"01"	"15-24 years"	"15-24"	"2022 "	"2022"	"Female"	"F"	14	342016	Unreliable
	"Alabama"	"01"	"15-24 years"	"15-24"	"2022 "	"2022"	"Male"	"M"	68	347548	19.6
	"Alabama"	"01"	"25-34 years"	"25-34"	"2018"	"2018"	"Female"	"F"	24	326143	7.4
	"Alabama"	"01"	"25-34 years"	"25-34"	"2018"	"2018"	"Male"	"M"	124	317397	39.1
	"Alabama"	"01"	"25-34 years"	"25-34"	"2019"	"2019"	"Female"	"F"	23	327364	7.0
	"Alabama"	"01"	"25-34 years"	"25-34"	"2019"	"2019"	"Male"	"M"	106	319865	33.1
	"Alabama"	"01"	"25-34 years"	"25-34"	"2020"	"2020"	"Female"	"F"	20	328597	6.1
	"Alabama"	"01"	"25-34 years"	"25-34"	"2020"	"2020"	"Male"	"M"	139	321949	43.2
	"Alabama"	"01"	"25-34 years"	"25-34"	"2021"	"2021"	"Female"	"F"	22	332525	6.6
	"Alabama"	"01"	"25-34 years"	"25-34"	"2021"	"2021"	"Male"	"M"	140	323898	43.2
	"Alabama"	"01"	"25-34 years"	"25-34"	"2022 "	"2022"	"Female"	"F"	22	330780	6.7
	"Alabama"	"01"	"25-34 years"	"25-34"	"2022 "	"2022"	"Male"	"M"	116	327125	35.5
	"Alabama"	"01"	"35-44 years"	"35-44"	"2018"	"2018"	"Female"	"F"	40	305364	13.1
	"Alabama"	"01"	"35-44 years"	"35-44"	"2018"	"2018"	"Male"	"M"	111	286938	38.7
	"Alabama"	"01"	"35-44 years"	"35-44"	"2019"	"2019"	"Female"	"F"	39	306726	12.7
	"Alabama"	"01"	"35-44 years"	"35-44"	"2019"	"2019"	"Male"	"M"	118	286580	41.2
	"Alabama"	"01"	"35-44 years"	"35-44"	"2020"	"2020"	"Female"	"F"	35	308698	11.3
	"Alabama"	"01"	"35-44 years"	"35-44"	"2020"	"2020"	"Male"	"M"	110	287664	38.2
	"Alabama"	"01"	"35-44 years"	"35-44"	"2021"	"2021"	"Female"	"F"	20	319622	6.3
	"Alabama"	"01"	"35-44 years"	"35-44"	"2021"	"2021"	"Male"	"M"	95	301703	31.5
	"Alabama"	"01"	"35-44 years"	"35-44"	"2022 "	"2022"	"Female"	"F"	26	318302	8.2
	"Alabama"	"01"	"35-44 years"	"35-44"	"2022 "	"2022"	"Male"	"M"	117	303546	38.5
	"Alabama"	"01"	"45-54 years"	"45-54"	"2018"	"2018"	"Female"	"F"	40	323103	12.4
	"Alabama"	"01"	"45-54 years"	"45-54"	"2018"	"2018"	"Male"	"M"	81	304355	26.6
	"Alabama"	"01"	"45-54 years"	"45-54"	"2019"	"2019"	"Female"	"F"	38	317909	12.0
	"Alabama"	"01"	"45-54 years"	"45-54"	"2019"	"2019"	"Male"	"M"	99	298707	33.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"2020"	"2020"	"Female"	"F"	31	313969	9.9
	"Alabama"	"01"	"45-54 years"	"45-54"	"2020"	"2020"	"Male"	"M"	88	294205	29.9
	"Alabama"	"01"	"45-54 years"	"45-54"	"2021"	"2021"	"Female"	"F"	33	318246	10.4
	"Alabama"	"01"	"45-54 years"	"45-54"	"2021"	"2021"	"Male"	"M"	104	303948	34.2
	"Alabama"	"01"	"45-54 years"	"45-54"	"2022 "	"2022"	"Female"	"F"	41	315029	13.0
	"Alabama"	"01"	"45-54 years"	"45-54"	"2022 "	"2022"	"Male"	"M"	125	302768	41.3
	"Alabama"	"01"	"55-64 years"	"55-64"	"2018"	"2018"	"Female"	"F"	32	343624	9.3
	"Alabama"	"01"	"55-64 years"	"55-64"	"2018"	"2018"	"Male"	"M"	103	311555	33.1
	"Alabama"	"01"	"55-64 years"	"55-64"	"2019"	"2019"	"Female"	"F"	36	344792	10.4
	"Alabama"	"01"	"55-64 years"	"55-64"	"2019"	"2019"	"Male"	"M"	83	312875	26.5
	"Alabama"	"01"	"55-64 years"	"55-64"	"2020"	"2020"	"Female"	"F"	35	344359	10.2
	"Alabama"	"01"	"55-64 years"	"55-64"	"2020"	"2020"	"Male"	"M"	64	312922	20.5
	"Alabama"	"01"	"55-64 years"	"55-64"	"2021"	"2021"	"Female"	"F"	26	348142	7.5
	"Alabama"	"01"	"55-64 years"	"55-64"	"2021"	"2021"	"Male"	"M"	119	324231	36.7
	"Alabama"	"01"	"55-64 years"	"55-64"	"2022 "	"2022"	"Female"	"F"	25	339944	7.4
	"Alabama"	"01"	"55-64 years"	"55-64"	"2022 "	"2022"	"Male"	"M"	96	318486	30.1
	"Alabama"	"01"	"65-74 years"	"65-74"	"2018"	"2018"	"Female"	"F"	16	263223	Unreliable
	"Alabama"	"01"	"65-74 years"	"65-74"	"2018"	"2018"	"Male"	"M"	74	224498	33.0
	"Alabama"	"01"	"65-74 years"	"65-74"	"2019"	"2019"	"Female"	"F"	13	270914	Unreliable
	"Alabama"	"01"	"65-74 years"	"65-74"	"2019"	"2019"	"Male"	"M"	71	230533	30.8
	"Alabama"	"01"	"65-74 years"	"65-74"	"2020"	"2020"	"Female"	"F"	13	280345	Unreliable
	"Alabama"	"01"	"65-74 years"	"65-74"	"2020"	"2020"	"Male"	"M"	74	237372	31.2
	"Alabama"	"01"	"65-74 years"	"65-74"	"2021"	"2021"	"Female"	"F"	21	291012	7.2
	"Alabama"	"01"	"65-74 years"	"65-74"	"2021"	"2021"	"Male"	"M"	68	250932	27.1
	"Alabama"	"01"	"65-74 years"	"65-74"	"2022 "	"2022"	"Female"	"F"	16	290974	Unreliable
	"Alabama"	"01"	"65-74 years"	"65-74"	"2022 "	"2022"	"Male"	"M"	72	249908	28.8
	"Alabama"	"01"	"75-84 years"	"75-84"	"2018"	"2018"	"Female"	"F"	Suppressed	143316	Suppressed
	"Alabama"	"01"	"75-84 years"	"75-84"	"2018"	"2018"	"Male"	"M"	34	105992	32.1
	"Alabama"	"01"	"75-84 years"	"75-84"	"2019"	"2019"	"Female"	"F"	Suppressed	147551	Suppressed
	"Alabama"	"01"	"75-84 years"	"75-84"	"2019"	"2019"	"Male"	"M"	47	109296	43.0
	"Alabama"	"01"	"75-84 years"	"75-84"	"2020"	"2020"	"Female"	"F"	Suppressed	151147	Suppressed
	"Alabama"	"01"	"75-84 years"	"75-84"	"2020"	"2020"	"Male"	"M"	60	112521	53.3
	"Alabama"	"01"	"75-84 years"	"75-84"	"2021"	"2021"	"Female"	"F"	12	149086	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"2021"	"2021"	"Male"	"M"	36	112585	32.0
	"Alabama"	"01"	"75-84 years"	"75-84"	"2022 "	"2022"	"Female"	"F"	11	160007	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"2022 "	"2022"	"Male"	"M"	61	120473	50.6
	"Alabama"	"01"	"85+ years"	"85+"	"2018"	"2018"	"Female"	"F"	Suppressed	59732	Suppressed
	"Alabama"	"01"	"85+ years"	"85+"	"2018"	"2018"	"Male"	"M"	23	30133	76.3
	"Alabama"	"01"	"85+ years"	"85+"	"2019"	"2019"	"Female"	"F"	Suppressed	60221	Suppressed
	"Alabama"	"01"	"85+ years"	"85+"	"2019"	"2019"	"Male"	"M"	20	31322	63.9
	"Alabama"	"01"	"85+ years"	"85+"	"2020"	"2020"	"Female"	"F"	Suppressed	60932	Suppressed
	"Alabama"	"01"	"85+ years"	"85+"	"2020"	"2020"	"Male"	"M"	16	31927	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"2021"	"2021"	"Female"	"F"	0	55651	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"2021"	"2021"	"Male"	"M"	22	29551	74.4
	"Alabama"	"01"	"85+ years"	"85+"	"2022 "	"2022"	"Female"	"F"	Suppressed	62199	Suppressed
	"Alabama"	"01"	"85+ years"	"85+"	"2022 "	"2022"	"Male"	"M"	19	31172	Unreliable
	"Alabama"	"01"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2020"	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2020"	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2021"	"2021"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2021"	"2021"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2022 "	"2022"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"Not Stated"	"NS"	"2022 "	"2022"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"< 1 year"	"1"	"2018"	"2018"	"Female"	"F"	0	5215	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2018"	"2018"	"Male"	"M"	0	5450	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2019"	"2019"	"Female"	"F"	0	4881	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2019"	"2019"	"Male"	"M"	0	5097	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2020"	"2020"	"Female"	"F"	0	4748	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2020"	"2020"	"Male"	"M"	0	4958	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2021"	"2021"	"Female"	"F"	0	4439	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2021"	"2021"	"Male"	"M"	0	4797	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2022 "	"2022"	"Female"	"F"	0	4698	Unreliable
	"Alaska"	"02"	"< 1 year"	"1"	"2022 "	"2022"	"Male"	"M"	0	4792	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	0	20818	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	0	21632	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	0	20046	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	0	21056	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2020"	"2020"	"Female"	"F"	0	19348	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2020"	"2020"	"Male"	"M"	0	20695	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2021"	"2021"	"Female"	"F"	0	18929	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2021"	"2021"	"Male"	"M"	0	19946	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2022 "	"2022"	"Female"	"F"	0	18310	Unreliable
	"Alaska"	"02"	"1-4 years"	"1-4"	"2022 "	"2022"	"Male"	"M"	0	19005	Unreliable
	"Alaska"	"02"	"5-14 years"	"5-14"	"2018"	"2018"	"Female"	"F"	Suppressed	49377	Suppressed
	"Alaska"	"02"	"5-14 years"	"5-14"	"2018"	"2018"	"Male"	"M"	Suppressed	52438	Suppressed
	"Alaska"	"02"	"5-14 years"	"5-14"	"2019"	"2019"	"Female"	"F"	0	48858	Unreliable
	"Alaska"	"02"	"5-14 years"	"5-14"	"2019"	"2019"	"Male"	"M"	Suppressed	51804	Suppressed
	"Alaska"	"02"	"5-14 years"	"5-14"	"2020"	"2020"	"Female"	"F"	Suppressed	48968	Suppressed
	"Alaska"	"02"	"5-14 years"	"5-14"	"2020"	"2020"	"Male"	"M"	Suppressed	51705	Suppressed
	"Alaska"	"02"	"5-14 years"	"5-14"	"2021"	"2021"	"Female"	"F"	Suppressed	49691	Suppressed
	"Alaska"	"02"	"5-14 years"	"5-14"	"2021"	"2021"	"Male"	"M"	0	52674	Unreliable
	"Alaska"	"02"	"5-14 years"	"5-14"	"2022 "	"2022"	"Female"	"F"	Suppressed	49077	Suppressed
	"Alaska"	"02"	"5-14 years"	"5-14"	"2022 "	"2022"	"Male"	"M"	Suppressed	51714	Suppressed
	"Alaska"	"02"	"15-24 years"	"15-24"	"2018"	"2018"	"Female"	"F"	Suppressed	44601	Suppressed
	"Alaska"	"02"	"15-24 years"	"15-24"	"2018"	"2018"	"Male"	"M"	34	54662	62.2
	"Alaska"	"02"	"15-24 years"	"15-24"	"2019"	"2019"	"Female"	"F"	Suppressed	43419	Suppressed
	"Alaska"	"02"	"15-24 years"	"15-24"	"2019"	"2019"	"Male"	"M"	49	52974	92.5
	"Alaska"	"02"	"15-24 years"	"15-24"	"2020"	"2020"	"Female"	"F"	Suppressed	42840	Suppressed
	"Alaska"	"02"	"15-24 years"	"15-24"	"2020"	"2020"	"Male"	"M"	38	52559	72.3
	"Alaska"	"02"	"15-24 years"	"15-24"	"2021"	"2021"	"Female"	"F"	12	43028	Unreliable
	"Alaska"	"02"	"15-24 years"	"15-24"	"2021"	"2021"	"Male"	"M"	47	52756	89.1
	"Alaska"	"02"	"15-24 years"	"15-24"	"2022 "	"2022"	"Female"	"F"	11	43376	Unreliable
	"Alaska"	"02"	"15-24 years"	"15-24"	"2022 "	"2022"	"Male"	"M"	32	53968	59.3
	"Alaska"	"02"	"25-34 years"	"25-34"	"2018"	"2018"	"Female"	"F"	11	55763	Unreliable
	"Alaska"	"02"	"25-34 years"	"25-34"	"2018"	"2018"	"Male"	"M"	37	63102	58.6
	"Alaska"	"02"	"25-34 years"	"25-34"	"2019"	"2019"	"Female"	"F"	13	55083	Unreliable
	"Alaska"	"02"	"25-34 years"	"25-34"	"2019"	"2019"	"Male"	"M"	38	62505	60.8
	"Alaska"	"02"	"25-34 years"	"25-34"	"2020"	"2020"	"Female"	"F"	15	54341	Unreliable
	"Alaska"	"02"	"25-34 years"	"25-34"	"2020"	"2020"	"Male"	"M"	40	61967	64.6
	"Alaska"	"02"	"25-34 years"	"25-34"	"2021"	"2021"	"Female"	"F"	11	53229	Unreliable
	"Alaska"	"02"	"25-34 years"	"25-34"	"2021"	"2021"	"Male"	"M"	41	60325	68.0
	"Alaska"	"02"	"25-34 years"	"25-34"	"2022 "	"2022"	"Female"	"F"	10	52400	Unreliable
	"Alaska"	"02"	"25-34 years"	"25-34"	"2022 "	"2022"	"Male"	"M"	36	60839	59.2
	"Alaska"	"02"	"35-44 years"	"35-44"	"2018"	"2018"	"Female"	"F"	Suppressed	45225	Suppressed
	"Alaska"	"02"	"35-44 years"	"35-44"	"2018"	"2018"	"Male"	"M"	15	49425	Unreliable
	"Alaska"	"02"	"35-44 years"	"35-44"	"2019"	"2019"	"Female"	"F"	Suppressed	45800	Suppressed
	"Alaska"	"02"	"35-44 years"	"35-44"	"2019"	"2019"	"Male"	"M"	21	49965	42.0
	"Alaska"	"02"	"35-44 years"	"35-44"	"2020"	"2020"	"Female"	"F"	Suppressed	46881	Suppressed
	"Alaska"	"02"	"35-44 years"	"35-44"	"2020"	"2020"	"Male"	"M"	19	51260	Unreliable
	"Alaska"	"02"	"35-44 years"	"35-44"	"2021"	"2021"	"Female"	"F"	12	48018	Unreliable
	"Alaska"	"02"	"35-44 years"	"35-44"	"2021"	"2021"	"Male"	"M"	40	53639	74.6
	"Alaska"	"02"	"35-44 years"	"35-44"	"2022 "	"2022"	"Female"	"F"	Suppressed	48445	Suppressed
	"Alaska"	"02"	"35-44 years"	"35-44"	"2022 "	"2022"	"Male"	"M"	32	55134	58.0
	"Alaska"	"02"	"45-54 years"	"45-54"	"2018"	"2018"	"Female"	"F"	Suppressed	42122	Suppressed
	"Alaska"	"02"	"45-54 years"	"45-54"	"2018"	"2018"	"Male"	"M"	20	45995	43.5
	"Alaska"	"02"	"45-54 years"	"45-54"	"2019"	"2019"	"Female"	"F"	Suppressed	40632	Suppressed
	"Alaska"	"02"	"45-54 years"	"45-54"	"2019"	"2019"	"Male"	"M"	20	44498	44.9
	"Alaska"	"02"	"45-54 years"	"45-54"	"2020"	"2020"	"Female"	"F"	Suppressed	39860	Suppressed
	"Alaska"	"02"	"45-54 years"	"45-54"	"2020"	"2020"	"Male"	"M"	21	43616	48.1
	"Alaska"	"02"	"45-54 years"	"45-54"	"2021"	"2021"	"Female"	"F"	Suppressed	39164	Suppressed
	"Alaska"	"02"	"45-54 years"	"45-54"	"2021"	"2021"	"Male"	"M"	11	43999	Unreliable
	"Alaska"	"02"	"45-54 years"	"45-54"	"2022 "	"2022"	"Female"	"F"	Suppressed	38629	Suppressed
	"Alaska"	"02"	"45-54 years"	"45-54"	"2022 "	"2022"	"Male"	"M"	24	44344	54.1
	"Alaska"	"02"	"55-64 years"	"55-64"	"2018"	"2018"	"Female"	"F"	Suppressed	45975	Suppressed
	"Alaska"	"02"	"55-64 years"	"55-64"	"2018"	"2018"	"Male"	"M"	20	48627	41.1
	"Alaska"	"02"	"55-64 years"	"55-64"	"2019"	"2019"	"Female"	"F"	Suppressed	45269	Suppressed
	"Alaska"	"02"	"55-64 years"	"55-64"	"2019"	"2019"	"Male"	"M"	20	48070	41.6
	"Alaska"	"02"	"55-64 years"	"55-64"	"2020"	"2020"	"Female"	"F"	Suppressed	44296	Suppressed
	"Alaska"	"02"	"55-64 years"	"55-64"	"2020"	"2020"	"Male"	"M"	18	47240	Unreliable
	"Alaska"	"02"	"55-64 years"	"55-64"	"2021"	"2021"	"Female"	"F"	Suppressed	43150	Suppressed
	"Alaska"	"02"	"55-64 years"	"55-64"	"2021"	"2021"	"Male"	"M"	Suppressed	47226	Suppressed
	"Alaska"	"02"	"55-64 years"	"55-64"	"2022 "	"2022"	"Female"	"F"	Suppressed	41431	Suppressed
	"Alaska"	"02"	"55-64 years"	"55-64"	"2022 "	"2022"	"Male"	"M"	12	45810	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"2018"	"2018"	"Female"	"F"	Suppressed	28361	Suppressed
	"Alaska"	"02"	"65-74 years"	"65-74"	"2018"	"2018"	"Male"	"M"	10	30194	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"2019"	"2019"	"Female"	"F"	Suppressed	29793	Suppressed
	"Alaska"	"02"	"65-74 years"	"65-74"	"2019"	"2019"	"Male"	"M"	Suppressed	31507	Suppressed
	"Alaska"	"02"	"65-74 years"	"65-74"	"2020"	"2020"	"Female"	"F"	Suppressed	31364	Suppressed
	"Alaska"	"02"	"65-74 years"	"65-74"	"2020"	"2020"	"Male"	"M"	15	32794	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"2021"	"2021"	"Female"	"F"	Suppressed	32325	Suppressed
	"Alaska"	"02"	"65-74 years"	"65-74"	"2021"	"2021"	"Male"	"M"	13	34101	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"2022 "	"2022"	"Female"	"F"	0	32851	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"2022 "	"2022"	"Male"	"M"	14	34425	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"2018"	"2018"	"Female"	"F"	Suppressed	11149	Suppressed
	"Alaska"	"02"	"75-84 years"	"75-84"	"2018"	"2018"	"Male"	"M"	Suppressed	10454	Suppressed
	"Alaska"	"02"	"75-84 years"	"75-84"	"2019"	"2019"	"Female"	"F"	0	11906	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"2019"	"2019"	"Male"	"M"	Suppressed	11201	Suppressed
	"Alaska"	"02"	"75-84 years"	"75-84"	"2020"	"2020"	"Female"	"F"	Suppressed	12489	Suppressed
	"Alaska"	"02"	"75-84 years"	"75-84"	"2020"	"2020"	"Male"	"M"	Suppressed	11890	Suppressed
	"Alaska"	"02"	"75-84 years"	"75-84"	"2021"	"2021"	"Female"	"F"	Suppressed	12429	Suppressed
	"Alaska"	"02"	"75-84 years"	"75-84"	"2021"	"2021"	"Male"	"M"	Suppressed	12070	Suppressed
	"Alaska"	"02"	"75-84 years"	"75-84"	"2022 "	"2022"	"Female"	"F"	0	13875	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"2022 "	"2022"	"Male"	"M"	Suppressed	13132	Suppressed
	"Alaska"	"02"	"85+ years"	"85+"	"2018"	"2018"	"Female"	"F"	0	4259	Unreliable
	"Alaska"	"02"	"85+ years"	"85+"	"2018"	"2018"	"Male"	"M"	Suppressed	2594	Suppressed
	"Alaska"	"02"	"85+ years"	"85+"	"2019"	"2019"	"Female"	"F"	0	4440	Unreliable
	"Alaska"	"02"	"85+ years"	"85+"	"2019"	"2019"	"Male"	"M"	Suppressed	2741	Suppressed
	"Alaska"	"02"	"85+ years"	"85+"	"2020"	"2020"	"Female"	"F"	0	4486	Unreliable
	"Alaska"	"02"	"85+ years"	"85+"	"2020"	"2020"	"Male"	"M"	0	2853	Unreliable
	"Alaska"	"02"	"85+ years"	"85+"	"2021"	"2021"	"Female"	"F"	0	4067	Unreliable
	"Alaska"	"02"	"85+ years"	"85+"	"2021"	"2021"	"Male"	"M"	Suppressed	2671	Suppressed
	"Alaska"	"02"	"85+ years"	"85+"	"2022 "	"2022"	"Female"	"F"	0	4544	Unreliable
	"Alaska"	"02"	"85+ years"	"85+"	"2022 "	"2022"	"Male"	"M"	Suppressed	2784	Suppressed
	"Alaska"	"02"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2020"	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2020"	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2021"	"2021"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2021"	"2021"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2022 "	"2022"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2022 "	"2022"	"Male"	"M"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"< 1 year"	"1"	"2018"	"2018"	"Female"	"F"	0	40794	Unreliable
	"Arizona"	"04"	"< 1 year"	"1"	"2018"	"2018"	"Male"	"M"	0	42759	Unreliable
	"Arizona"	"04"	"< 1 year"	"1"	"2019"	"2019"	"Female"	"F"	0	40021	Unreliable
	"Arizona"	"04"	"< 1 year"	"1"	"2019"	"2019"	"Male"	"M"	0	41908	Unreliable
	"Arizona"	"04"	"< 1 year"	"1"	"2020"	"2020"	"Female"	"F"	0	39827	Unreliable
